Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done! Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 12.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 53.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 72.
21%, Active workers: 30, Completed tasks: 99.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 114.
27%, Active workers: 30, Completed tasks: 115.
28%, Active workers: 30, Completed tasks: 129.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 144.
32%, Active workers: 30, Completed tasks: 144.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 145.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 174.
37%, Active workers: 30, Completed tasks: 174.
38%, Active workers: 30, Completed tasks: 174.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 174.
41%, Active workers: 30, Completed tasks: 189.
42%, Active workers: 30, Completed tasks: 204.
43%, Active workers: 30, Completed tasks: 204.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 204.
46%, Active workers: 30, Completed tasks: 216.
47%, Active workers: 30, Completed tasks: 216.
48%, Active workers: 30, Completed tasks: 218.
49%, Active workers: 30, Completed tasks: 234.
50%, Active workers: 30, Completed tasks: 234.
51%, Active workers: 30, Completed tasks: 246.
52%, Active workers: 30, Completed tasks: 246.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 246.
55%, Active workers: 30, Completed tasks: 250.
56%, Active workers: 30, Completed tasks: 275.
57%, Active workers: 30, Completed tasks: 276.
58%, Active workers: 30, Completed tasks: 276.
59%, Active workers: 30, Completed tasks: 276.
60%, Active workers: 30, Completed tasks: 276.
61%, Active workers: 30, Completed tasks: 288.
62%, Active workers: 30, Completed tasks: 290.
63%, Active workers: 30, Completed tasks: 304.
64%, Active workers: 30, Completed tasks: 306.
65%, Active workers: 30, Completed tasks: 306.
66%, Active workers: 30, Completed tasks: 318.
67%, Active workers: 30, Completed tasks: 318.
68%, Active workers: 30, Completed tasks: 319.
69%, Active workers: 30, Completed tasks: 320.
70%, Active workers: 30, Completed tasks: 338.
71%, Active workers: 30, Completed tasks: 348.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 348.
74%, Active workers: 30, Completed tasks: 348.
75%, Active workers: 30, Completed tasks: 350.
76%, Active workers: 30, Completed tasks: 368.
77%, Active workers: 30, Completed tasks: 378.
78%, Active workers: 30, Completed tasks: 378.
79%, Active workers: 30, Completed tasks: 378.
80%, Active workers: 30, Completed tasks: 378.
81%, Active workers: 24, Completed tasks: 391.
82%, Active workers: 24, Completed tasks: 395.
83%, Active workers: 24, Completed tasks: 408.
84%, Active workers: 24, Completed tasks: 408.
85%, Active workers: 18, Completed tasks: 414.
86%, Active workers: 18, Completed tasks: 415.
87%, Active workers: 18, Completed tasks: 432.
88%, Active workers: 18, Completed tasks: 432.
89%, Active workers: 18, Completed tasks: 432.
90%, Active workers: 18, Completed tasks: 437.
91%, Active workers: 18, Completed tasks: 450.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 451.
94%, Active workers: 18, Completed tasks: 465.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 469.
97%, Active workers: 18, Completed tasks: 471.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 13, Completed tasks: 487.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.5 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 14.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 30.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 60.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 60.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 75.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 103.
26%, Active workers: 30, Completed tasks: 119.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 120.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 133.
32%, Active workers: 30, Completed tasks: 149.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 150.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 162.
38%, Active workers: 30, Completed tasks: 179.
39%, Active workers: 30, Completed tasks: 180.
40%, Active workers: 30, Completed tasks: 192.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 192.
43%, Active workers: 30, Completed tasks: 192.
44%, Active workers: 30, Completed tasks: 193.
45%, Active workers: 30, Completed tasks: 221.
46%, Active workers: 30, Completed tasks: 222.
47%, Active workers: 30, Completed tasks: 222.
48%, Active workers: 30, Completed tasks: 222.
49%, Active workers: 30, Completed tasks: 222.
50%, Active workers: 30, Completed tasks: 233.
51%, Active workers: 30, Completed tasks: 239.
52%, Active workers: 30, Completed tasks: 252.
53%, Active workers: 30, Completed tasks: 252.
54%, Active workers: 30, Completed tasks: 252.
55%, Active workers: 30, Completed tasks: 252.
56%, Active workers: 30, Completed tasks: 264.
57%, Active workers: 30, Completed tasks: 264.
58%, Active workers: 30, Completed tasks: 281.
59%, Active workers: 30, Completed tasks: 282.
60%, Active workers: 30, Completed tasks: 282.
61%, Active workers: 30, Completed tasks: 293.
62%, Active workers: 30, Completed tasks: 294.
63%, Active workers: 30, Completed tasks: 294.
64%, Active workers: 30, Completed tasks: 299.
65%, Active workers: 30, Completed tasks: 311.
66%, Active workers: 30, Completed tasks: 323.
67%, Active workers: 30, Completed tasks: 324.
68%, Active workers: 30, Completed tasks: 324.
69%, Active workers: 30, Completed tasks: 324.
70%, Active workers: 30, Completed tasks: 324.
71%, Active workers: 30, Completed tasks: 344.
72%, Active workers: 30, Completed tasks: 354.
73%, Active workers: 30, Completed tasks: 354.
74%, Active workers: 30, Completed tasks: 354.
75%, Active workers: 30, Completed tasks: 354.
76%, Active workers: 30, Completed tasks: 355.
77%, Active workers: 30, Completed tasks: 369.
78%, Active workers: 30, Completed tasks: 378.
79%, Active workers: 30, Completed tasks: 384.
80%, Active workers: 30, Completed tasks: 384.
81%, Active workers: 30, Completed tasks: 384.
82%, Active workers: 30, Completed tasks: 396.
83%, Active workers: 30, Completed tasks: 397.
84%, Active workers: 30, Completed tasks: 404.
85%, Active workers: 30, Completed tasks: 413.
86%, Active workers: 30, Completed tasks: 414.
87%, Active workers: 27, Completed tasks: 420.
88%, Active workers: 24, Completed tasks: 426.
89%, Active workers: 24, Completed tasks: 428.
90%, Active workers: 24, Completed tasks: 439.
91%, Active workers: 24, Completed tasks: 444.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 451.
94%, Active workers: 18, Completed tasks: 464.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 468.
97%, Active workers: 17, Completed tasks: 473.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.5 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 28, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 29.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 66.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 78.
21%, Active workers: 30, Completed tasks: 94.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 104.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 132.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 132.
32%, Active workers: 30, Completed tasks: 132.
33%, Active workers: 30, Completed tasks: 161.
34%, Active workers: 30, Completed tasks: 162.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 162.
38%, Active workers: 30, Completed tasks: 174.
39%, Active workers: 30, Completed tasks: 176.
40%, Active workers: 30, Completed tasks: 192.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 192.
43%, Active workers: 30, Completed tasks: 203.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 204.
46%, Active workers: 30, Completed tasks: 208.
47%, Active workers: 30, Completed tasks: 222.
48%, Active workers: 30, Completed tasks: 225.
49%, Active workers: 30, Completed tasks: 234.
50%, Active workers: 30, Completed tasks: 234.
51%, Active workers: 30, Completed tasks: 234.
52%, Active workers: 30, Completed tasks: 237.
53%, Active workers: 30, Completed tasks: 252.
54%, Active workers: 30, Completed tasks: 262.
55%, Active workers: 30, Completed tasks: 264.
56%, Active workers: 30, Completed tasks: 264.
57%, Active workers: 30, Completed tasks: 264.
58%, Active workers: 30, Completed tasks: 265.
59%, Active workers: 30, Completed tasks: 280.
60%, Active workers: 30, Completed tasks: 294.
61%, Active workers: 30, Completed tasks: 294.
62%, Active workers: 30, Completed tasks: 294.
63%, Active workers: 30, Completed tasks: 294.
64%, Active workers: 30, Completed tasks: 294.
65%, Active workers: 30, Completed tasks: 314.
66%, Active workers: 30, Completed tasks: 324.
67%, Active workers: 30, Completed tasks: 324.
68%, Active workers: 30, Completed tasks: 324.
69%, Active workers: 30, Completed tasks: 324.
70%, Active workers: 30, Completed tasks: 324.
71%, Active workers: 30, Completed tasks: 339.
72%, Active workers: 30, Completed tasks: 353.
73%, Active workers: 30, Completed tasks: 354.
74%, Active workers: 30, Completed tasks: 354.
75%, Active workers: 30, Completed tasks: 354.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 367.
78%, Active workers: 30, Completed tasks: 379.
79%, Active workers: 30, Completed tasks: 384.
80%, Active workers: 30, Completed tasks: 384.
81%, Active workers: 30, Completed tasks: 384.
82%, Active workers: 30, Completed tasks: 396.
83%, Active workers: 30, Completed tasks: 396.
84%, Active workers: 30, Completed tasks: 400.
85%, Active workers: 30, Completed tasks: 414.
86%, Active workers: 30, Completed tasks: 414.
87%, Active workers: 27, Completed tasks: 421.
88%, Active workers: 24, Completed tasks: 426.
89%, Active workers: 24, Completed tasks: 427.
90%, Active workers: 24, Completed tasks: 443.
91%, Active workers: 24, Completed tasks: 444.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 451.
94%, Active workers: 18, Completed tasks: 466.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 468.
97%, Active workers: 16, Completed tasks: 472.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.6 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 72.
21%, Active workers: 30, Completed tasks: 102.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 114.
27%, Active workers: 30, Completed tasks: 114.
28%, Active workers: 30, Completed tasks: 130.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 144.
32%, Active workers: 30, Completed tasks: 144.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 144.
35%, Active workers: 30, Completed tasks: 160.
36%, Active workers: 30, Completed tasks: 174.
37%, Active workers: 30, Completed tasks: 174.
38%, Active workers: 30, Completed tasks: 174.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 179.
41%, Active workers: 30, Completed tasks: 186.
42%, Active workers: 30, Completed tasks: 198.
43%, Active workers: 30, Completed tasks: 204.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 204.
46%, Active workers: 30, Completed tasks: 216.
47%, Active workers: 30, Completed tasks: 216.
48%, Active workers: 30, Completed tasks: 216.
49%, Active workers: 30, Completed tasks: 229.
50%, Active workers: 30, Completed tasks: 237.
51%, Active workers: 30, Completed tasks: 246.
52%, Active workers: 30, Completed tasks: 246.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 246.
55%, Active workers: 30, Completed tasks: 255.
56%, Active workers: 30, Completed tasks: 270.
57%, Active workers: 30, Completed tasks: 276.
58%, Active workers: 30, Completed tasks: 276.
59%, Active workers: 30, Completed tasks: 276.
60%, Active workers: 30, Completed tasks: 283.
61%, Active workers: 30, Completed tasks: 288.
62%, Active workers: 30, Completed tasks: 291.
63%, Active workers: 30, Completed tasks: 301.
64%, Active workers: 30, Completed tasks: 306.
65%, Active workers: 30, Completed tasks: 313.
66%, Active workers: 30, Completed tasks: 318.
67%, Active workers: 30, Completed tasks: 318.
68%, Active workers: 30, Completed tasks: 318.
69%, Active workers: 30, Completed tasks: 321.
70%, Active workers: 30, Completed tasks: 343.
71%, Active workers: 30, Completed tasks: 348.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 348.
74%, Active workers: 30, Completed tasks: 348.
75%, Active workers: 30, Completed tasks: 359.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 367.
78%, Active workers: 30, Completed tasks: 378.
79%, Active workers: 30, Completed tasks: 378.
80%, Active workers: 25, Completed tasks: 388.
81%, Active workers: 24, Completed tasks: 390.
82%, Active workers: 24, Completed tasks: 393.
83%, Active workers: 24, Completed tasks: 407.
84%, Active workers: 19, Completed tasks: 413.
85%, Active workers: 18, Completed tasks: 414.
86%, Active workers: 18, Completed tasks: 417.
87%, Active workers: 18, Completed tasks: 431.
88%, Active workers: 18, Completed tasks: 432.
89%, Active workers: 18, Completed tasks: 432.
90%, Active workers: 18, Completed tasks: 437.
91%, Active workers: 18, Completed tasks: 450.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 452.
94%, Active workers: 18, Completed tasks: 465.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 468.
97%, Active workers: 17, Completed tasks: 472.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.6 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 26.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 59.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 72.
21%, Active workers: 30, Completed tasks: 102.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 114.
27%, Active workers: 30, Completed tasks: 117.
28%, Active workers: 30, Completed tasks: 132.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 133.
32%, Active workers: 30, Completed tasks: 144.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 159.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 173.
38%, Active workers: 30, Completed tasks: 173.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 174.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 203.
43%, Active workers: 30, Completed tasks: 203.
44%, Active workers: 30, Completed tasks: 203.
45%, Active workers: 30, Completed tasks: 204.
46%, Active workers: 30, Completed tasks: 204.
47%, Active workers: 30, Completed tasks: 220.
48%, Active workers: 30, Completed tasks: 233.
49%, Active workers: 30, Completed tasks: 233.
50%, Active workers: 30, Completed tasks: 233.
51%, Active workers: 30, Completed tasks: 233.
52%, Active workers: 30, Completed tasks: 245.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 257.
55%, Active workers: 30, Completed tasks: 263.
56%, Active workers: 30, Completed tasks: 263.
57%, Active workers: 30, Completed tasks: 274.
58%, Active workers: 30, Completed tasks: 274.
59%, Active workers: 30, Completed tasks: 275.
60%, Active workers: 30, Completed tasks: 276.
61%, Active workers: 30, Completed tasks: 290.
62%, Active workers: 30, Completed tasks: 304.
63%, Active workers: 30, Completed tasks: 304.
64%, Active workers: 30, Completed tasks: 304.
65%, Active workers: 30, Completed tasks: 305.
66%, Active workers: 30, Completed tasks: 305.
67%, Active workers: 30, Completed tasks: 317.
68%, Active workers: 30, Completed tasks: 333.
69%, Active workers: 30, Completed tasks: 334.
70%, Active workers: 30, Completed tasks: 334.
71%, Active workers: 30, Completed tasks: 334.
72%, Active workers: 30, Completed tasks: 345.
73%, Active workers: 30, Completed tasks: 347.
74%, Active workers: 30, Completed tasks: 350.
75%, Active workers: 30, Completed tasks: 364.
76%, Active workers: 30, Completed tasks: 364.
77%, Active workers: 30, Completed tasks: 374.
78%, Active workers: 30, Completed tasks: 376.
79%, Active workers: 30, Completed tasks: 376.
80%, Active workers: 30, Completed tasks: 379.
81%, Active workers: 30, Completed tasks: 394.
82%, Active workers: 30, Completed tasks: 394.
83%, Active workers: 25, Completed tasks: 405.
84%, Active workers: 25, Completed tasks: 406.
85%, Active workers: 25, Completed tasks: 406.
86%, Active workers: 25, Completed tasks: 414.
87%, Active workers: 19, Completed tasks: 430.
88%, Active workers: 19, Completed tasks: 430.
89%, Active workers: 19, Completed tasks: 431.
90%, Active workers: 19, Completed tasks: 439.
91%, Active workers: 19, Completed tasks: 449.
92%, Active workers: 18, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 451.
94%, Active workers: 18, Completed tasks: 466.
95%, Active workers: 18, Completed tasks: 468.
96%, Active workers: 18, Completed tasks: 468.
97%, Active workers: 18, Completed tasks: 469.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.6 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 29.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 82.
21%, Active workers: 30, Completed tasks: 101.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 112.
27%, Active workers: 30, Completed tasks: 129.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 138.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 142.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 191.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 196.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 219.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 227.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 232.
52%, Active workers: 30, Completed tasks: 247.
53%, Active workers: 30, Completed tasks: 251.
54%, Active workers: 30, Completed tasks: 261.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 262.
58%, Active workers: 30, Completed tasks: 264.
59%, Active workers: 30, Completed tasks: 292.
60%, Active workers: 30, Completed tasks: 292.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 292.
63%, Active workers: 30, Completed tasks: 292.
64%, Active workers: 30, Completed tasks: 293.
65%, Active workers: 30, Completed tasks: 321.
66%, Active workers: 30, Completed tasks: 322.
67%, Active workers: 30, Completed tasks: 322.
68%, Active workers: 30, Completed tasks: 322.
69%, Active workers: 30, Completed tasks: 322.
70%, Active workers: 30, Completed tasks: 332.
71%, Active workers: 30, Completed tasks: 339.
72%, Active workers: 30, Completed tasks: 352.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 352.
75%, Active workers: 30, Completed tasks: 352.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 364.
78%, Active workers: 30, Completed tasks: 381.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 382.
81%, Active workers: 30, Completed tasks: 392.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 30, Completed tasks: 394.
84%, Active workers: 30, Completed tasks: 410.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 30, Completed tasks: 412.
87%, Active workers: 25, Completed tasks: 423.
88%, Active workers: 25, Completed tasks: 423.
89%, Active workers: 25, Completed tasks: 428.
90%, Active workers: 25, Completed tasks: 442.
91%, Active workers: 25, Completed tasks: 442.
92%, Active workers: 19, Completed tasks: 448.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 466.
95%, Active workers: 19, Completed tasks: 467.
96%, Active workers: 19, Completed tasks: 467.
97%, Active workers: 17, Completed tasks: 471.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.7 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 26, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
